Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11
TRUE,more,married,none_primary_only,strongly_disagree,rainwater,Elementary,Destroyed/No House,"<2,500",1 or less,shared_toilet
TRUE,same,widowed,higher_edu,strongly_agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,same,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,agree,purchased,Elementary,High Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,Graduate,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,widowed,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,living_together,higher_edu,agree,ponds,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,widowed,secondary,agree,rainwater,Graduate,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,agree,rainwater,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,agree,purchased,Graduate,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,living_together,secondary,neither,hand_pump,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,higher_edu,strongly_disagree,purchased,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,n/a,living_together,higher_edu,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,separated,secondary,disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,widowed,secondary,agree,purchased,Elementary,Destroyed/No House,"<2,500",No land,#N/A
FALSE,less,single,secondary,strongly_disagree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,secondary,strongly_agree,purchased,High School,Destroyed/No House,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,secondary,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,less,living_together,none_primary_only,agree,river,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,higher_edu,strongly_disagree,tap_communal,Elementary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,higher_edu,agree,purchased,Graduate,Low Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,married,higher_edu,strongly_agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,secondary,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,less,single,higher_edu,strongly_agree,purchased,Elementary,High Damage Level,"<2,500",No land,#N/A
FALSE,same,living_together,none_primary_only,agree,purchased,High School,Destroyed/No House,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,widowed,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,secondary,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,agree,rainwater,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,more,married,higher_edu,agree,rainwater,Graduate,No Damage/Fully Repaired,"<2,500",No land,own_toilet
TRUE,more,married,secondary,agree,well_shallow,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,more,married,none_primary_only,agree,well_shallow,Graduate,Low Damage Level," >15,000",1 or less,own_toilet
TRUE,more,married,higher_edu,agree,tap_hh,Graduate,Destroyed/No House,"<2,500",No land,#N/A
TRUE,more,married,higher_edu,agree,purchased,High School,Medium Damage Level,"<2,500",2.01 - 10,own_toilet
TRUE,same,married,none_primary_only,agree,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,widowed,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,tap_hh,Graduate,Destroyed/No House,"2,500 - 5,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,more,living_together,none_primary_only,strongly_agree,tap_communal,High School,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,same,married,none_primary_only,agree,well_shallow,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,living_together,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,purchased,Elementary,Low Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,n/a,married,secondary,strongly_agree,purchased,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,less,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,skip,married,secondary,agree,purchased,High School,High Damage Level,"<2,500",No land,own_toilet
FALSE,skip,widowed,none_primary_only,agree,purchased,High School,Low Damage Level,"<2,500",1 or less,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,purchased,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,widowed,higher_edu,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,living_together,none_primary_only,disagree,tap_communal,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,skip,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,secondary,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,widowed,none_primary_only,agree,purchased,Primary,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,n/a,living_together,none_primary_only,agree,well_shallow,High School,No Damage/Fully Repaired,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,higher_edu,agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,more,married,none_primary_only,agree,purchased,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,married,none_primary_only,strongly_agree,tap_communal,High School,Low Damage Level,"5,001 - 10,000",No land,shared_toilet
FALSE,n/a,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,single,none_primary_only,agree,tap_communal,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,agree,well_shallow,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,living_together,none_primary_only,strongly_agree,tap_communal,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,strongly_agree,tap_communal,Primary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,n/a,married,secondary,agree,purchased,High School,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,dk,single,none_primary_only,agree,rainwater,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,married,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,n/a,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,#N/A
TRUE,n/a,living_together,secondary,neither,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,none_primary_only,strongly_agree,ponds,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,married,none_primary_only,agree,purchased,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,married,secondary,strongly_agree,purchased,High School,Destroyed/No House,"5,001 - 10,000",No land,shared_toilet
FALSE,more,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,higher_edu,agree,purchased,Primary,Medium Damage Level,"5,001 - 10,000",No land,#N/A
FALSE,more,single,none_primary_only,agree,purchased,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,none_primary_only,agree,purchased,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,secondary,strongly_agree,purchased,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,separated,none_primary_only,strongly_agree,tap_communal,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,secondary,strongly_agree,rainwater,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,skip,single,none_primary_only,agree,purchased,Primary,Destroyed/No House,"5,001 - 10,000",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,river,Primary,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,dk,widowed,none_primary_only,strongly_agree,rainwater,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,agree,purchased,Graduate,No Damage/Fully Repaired,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,less,living_together,none_primary_only,strongly_disagree,tap_hh,High School,Destroyed/No House,"<2,500",No land,#N/A
FALSE,skip,living_together,none_primary_only,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,married,secondary,strongly_agree,tap_communal,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,single,none_primary_only,disagree,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,skip,living_together,none_primary_only,agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,skip,married,none_primary_only,strongly_agree,purchased,Graduate,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,living_together,higher_edu,agree,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,more,living_together,none_primary_only,strongly_agree,river,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,more,single,secondary,agree,rainwater,Graduate,No Damage/Fully Repaired," >15,000",2.01 - 10,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",No land,own_toilet
FALSE,same,living_together,none_primary_only,strongly_disagree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,higher_edu,neither,rainwater,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,river,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,none_primary_only,disagree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,secondary,agree,tap_communal,High School,No Damage/Fully Repaired,"2,500 - 5,000",No land,#N/A
TRUE,more,living_together,secondary,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,widowed,secondary,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,less,living_together,secondary,agree,rainwater,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,less,married,none_primary_only,neither,rainwater,Graduate,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,living_together,none_primary_only,strongly_agree,rainwater,Primary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,more,living_together,none_primary_only,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,disagree,purchased,Elementary,Medium Damage Level,"<2,500",No land,#N/A
FALSE,more,widowed,secondary,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,higher_edu,neither,rainwater,High School,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,more,single,higher_edu,strongly_agree,other,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,higher_edu,disagree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,less,married,secondary,strongly_agree,rainwater,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,none_primary_only,strongly_agree,rainwater,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,living_together,secondary,strongly_agree,purchased,Elementary,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,same,married,none_primary_only,strongly_agree,rainwater,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,married,none_primary_only,strongly_agree,purchased,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,secondary,neither,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,n/a,married,secondary,strongly_agree,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,higher_edu,agree,purchased,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,purchased,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,agree,purchased,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,same,married,none_primary_only,strongly_agree,purchased,Graduate,No Damage/Fully Repaired,"10,001 - 15,000",1 or less,own_toilet
TRUE,skip,married,secondary,agree,rainwater,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,none_primary_only,agree,well_shallow,Graduate,High Damage Level,"2,500 - 5,000",1 or less,shared_toilet
FALSE,less,married,secondary,strongly_disagree,rainwater,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,more,living_together,higher_edu,agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,more,married,none_primary_only,strongly_disagree,purchased,High School,Low Damage Level,"<2,500",No land,shared_toilet
FALSE,more,married,none_primary_only,disagree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,same,married,none_primary_only,neither,tap_communal,Primary,Destroyed/No House,"<2,500",No land,#N/A
FALSE,same,widowed,none_primary_only,neither,purchased,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,none_primary_only,agree,purchased,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,more,married,higher_edu,strongly_agree,purchased,Graduate,Destroyed/No House,"10,001 - 15,000",No land,shared_toilet
FALSE,more,married,secondary,agree,purchased,Graduate,Low Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,same,living_together,none_primary_only,agree,purchased,Elementary,High Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,married,higher_edu,agree,rainwater,Graduate,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
FALSE,more,single,secondary,disagree,rainwater,High School,Low Damage Level,"5,001 - 10,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,strongly_agree,tap_hh,High School,No Damage/Fully Repaired,"10,001 - 15,000",No land,own_toilet
TRUE,more,living_together,secondary,agree,purchased,Graduate,Low Damage Level,"5,001 - 10,000",No land,own_toilet
